name,latitude,longitude,elevation,elevationUnit,datacoverage,start_date,end_date,geometry,nc_file,TMAX,TMIN,TAVG,PRCP,SNOW,SNWD,WESD,WESF,AWND,AWDR
"HOT SPRINGS 0.6 S, SD US",43.424124,-103.478379,1072.9,METERS,0.7911,2022-05-18,2024-01-15,POINT (-103.478379 43.424124),GHCND-US1SDFR0038__HOT_SPRINGS_0.6_S_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"MILBANK 3.9 SSW, SD US",45.16535,-96.653167,384.4,METERS,0.3206,2001-05-30,2024-11-19,POINT (-96.653167 45.16535),GHCND-US1SDGT0001__MILBANK_3.9_SSW_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"MILBANK 0.9 NNW, SD US",45.2314947545528,-96.644167676568,350.8,METERS,0.9704,2012-06-20,2024-12-09,POINT (-96.644167676568 45.2314947545528),GHCND-US1SDGT0004__MILBANK_0.9_NNW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"MILBANK 7.9 ESE, SD US",45.158405,-96.497517,335.6,METERS,0.5909,2013-04-02,2013-10-16,POINT (-96.497517 45.158405),GHCND-US1SDGT0005__MILBANK_7.9_ESE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"STRANDBURG 2.5 NW, SD US",45.064155,-96.802107,539.5,METERS,0.1415,2014-04-22,2024-11-19,POINT (-96.802107 45.064155),GHCND-US1SDGT0006__STRANDBURG_2.5_NW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"BIG STONE CITY 5.0 WNW, SD US",45.311353,-96.564426,348.1,METERS,0.4081,2016-07-20,2024-11-27,POINT (-96.564426 45.311353),GHCND-US1SDGT0008__BIG_STONE_CITY_5.0_WNW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"LABOLT 0.1 WSW, SD US",45.0495672225952,-96.676989197731,420.6,METERS,0.9509,2016-07-17,2024-12-12,POINT (-96.676989197731 45.0495672225952),GHCND-US1SDGT0009__LABOLT_0.1_WSW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"MILBANK 2.3 WSW, SD US",45.209141,-96.679805,356.0,METERS,0.4519,2020-05-18,2024-12-12,POINT (-96.679805 45.209141),GHCND-US1SDGT0010__MILBANK_2.3_WSW_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"DALLAS 8.8 S, SD US",43.113169,-99.496356,678.8,METERS,0.6596,1998-06-17,2024-12-12,POINT (-99.496356 43.113169),GHCND-US1SDGY0001__DALLAS_8.8_S_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"GREGORY 8.7 N, SD US",43.3581,-99.4169,605.0,METERS,0.7915,2007-07-18,2024-11-19,POINT (-99.4169 43.3581),GHCND-US1SDGY0003__GREGORY_8.7_N_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"DALLAS 11.8 S, SD US",43.067993,-99.530788,705.0,METERS,0.9853,2007-08-01,2012-10-16,POINT (-99.530788 43.067993),GHCND-US1SDGY0004__DALLAS_11.8_S_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"GREGORY 9.2 S, SD US",43.09849,-99.437697,666.0,METERS,0.343,2007-08-06,2009-10-06,POINT (-99.437697 43.09849),GHCND-US1SDGY0005__GREGORY_9.2_S_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"BURKE 6.7 S, SD US",43.0856332,-99.29911709,620.9,METERS,0.1574,2007-08-16,2010-07-11,POINT (-99.29911709 43.0856332),GHCND-US1SDGY0006__BURKE_6.7_S_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"GREGORY 0.5 WSW, SD US",43.22941234,-99.43424682,662.9,METERS,0.6628,2007-08-01,2014-09-10,POINT (-99.43424682 43.22941234),GHCND-US1SDGY0007__GREGORY_0.5_WSW_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"BURKE 0.3 W, SD US",43.18256646,-99.29840179,663.9,METERS,0.4298,2007-08-01,2019-09-11,POINT (-99.29840179 43.18256646),GHCND-US1SDGY0008__BURKE_0.3_W_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"BURKE 12.4 NE, SD US",43.31058,-99.119018,608.1,METERS,0.4063,2007-08-01,2018-10-09,POINT (-99.119018 43.31058),GHCND-US1SDGY0009__BURKE_12.4_NE_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"HERRICK 4.5 NW, SD US",43.155108,-99.2584,663.9,METERS,0.9049,2007-08-21,2022-12-02,POINT (-99.2584 43.155108),GHCND-US1SDGY0010__HERRICK_4.5_NW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"FAIRFAX 6.9 E, SD US",43.037816,-98.75202,561.1,METERS,0.2851,2007-08-01,2024-10-19,POINT (-98.75202 43.037816),GHCND-US1SDGY0011__FAIRFAX_6.9_E_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"HERRICK 8.2 SSW, SD US",43.000323,-99.228689,645.0,METERS,0.7343,2007-10-16,2024-11-19,POINT (-99.228689 43.000323),GHCND-US1SDGY0012__HERRICK_8.2_SSW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"HERRICK 0.1 NNW, SD US",43.116309,-99.187881,659.0,METERS,0.124,2007-11-05,2019-07-17,POINT (-99.187881 43.116309),GHCND-US1SDGY0013__HERRICK_0.1_NNW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"BURKE 4.2 SW, SD US",43.14107,-99.35415,627.9,METERS,0.9857,2008-04-23,2023-12-27,POINT (-99.35415 43.14107),GHCND-US1SDGY0015__BURKE_4.2_SW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"BURKE 6.7 S, SD US",43.0856332,-99.29911709,626.1,METERS,0.0655,2010-06-01,2024-11-19,POINT (-99.29911709 43.0856332),GHCND-US1SDGY0016__BURKE_6.7_S_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"BURKE 2.4 NE, SD US",43.207516,-99.25871,624.2,METERS,0.7308,2010-10-26,2021-01-06,POINT (-99.25871 43.207516),GHCND-US1SDGY0017__BURKE_2.4_NE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"BURKE 10.5 SSE, SD US",43.03866667,-99.22588333,643.4,METERS,0.9878,2010-10-01,2024-12-10,POINT (-99.22588333 43.03866667),GHCND-US1SDGY0018__BURKE_10.5_SSE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"BONESTEEL 0.1 S, SD US",43.07683333,-98.94655556,600.2,METERS,0.9159,2012-05-08,2024-12-12,POINT (-98.94655556 43.07683333),GHCND-US1SDGY0021__BONESTEEL_0.1_S_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"BURKE 16.5 N, SD US",43.421835,-99.287442,577.3,METERS,0.3152,2014-04-26,2015-11-17,POINT (-99.287442 43.421835),GHCND-US1SDGY0024__BURKE_16.5_N_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"GREGORY 4.3 E, SD US",43.24173,-99.34036,653.8,METERS,0.2883,2014-12-01,2024-11-19,POINT (-99.34036 43.24173),GHCND-US1SDGY0025__GREGORY_4.3_E_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"GREGORY 10.4 S, SD US",43.081576,-99.434128,670.9,METERS,0.6413,2016-04-22,2019-10-31,POINT (-99.434128 43.081576),GHCND-US1SDGY0027__GREGORY_10.4_S_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"PICKSTOWN 1.6 WSW, SD US",43.057102,-98.558151,395.3,METERS,0.1521,2016-05-09,2021-04-07,POINT (-98.558151 43.057102),GHCND-US1SDGY0028__PICKSTOWN_1.6_WSW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"MILLER 10.2 NW, SD US",44.620129,-99.139772,479.1,METERS,0.266,2007-06-06,2017-08-16,POINT (-99.139772 44.620129),GHCND-US1SDHD0001__MILLER_10.2_NW_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"WESSINGTON 3.3 WNW, SD US",44.465682,-98.761799,445.9,METERS,0.2703,2008-05-06,2012-10-30,POINT (-98.761799 44.465682),GHCND-US1SDHD0002__WESSINGTON_3.3_WNW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"REE HEIGHTS 15.5 S, SD US",44.2963740974665,-99.2596882581711,569.4,METERS,0.2526,2002-10-27,2017-12-13,POINT (-99.2596882581711 44.2963740974665),GHCND-US1SDHD0007__REE_HEIGHTS_15.5_S_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"MILLER 0.3 SSW, SD US",44.51611111,-98.98944444,482.5,METERS,0.7814,2013-05-31,2024-12-12,POINT (-98.98944444 44.51611111),GHCND-US1SDHD0012__MILLER_0.3_SSW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"WESSINGTON 11.5 SSW, SD US",44.2976155,-98.7694807,548.9,METERS,0.1628,2022-04-30,2024-09-11,POINT (-98.7694807 44.2976155),GHCND-US1SDHD0015__WESSINGTON_11.5_SSW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"MILLER 7.2 NW, SD US",44.59534,-99.08834,476.4,METERS,0.9872,2023-03-29,2024-12-09,POINT (-99.08834 44.59534),GHCND-US1SDHD0018__MILLER_7.2_NW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"PIERRE 20.9 NNW, SD US",44.413473,-100.321798,545.6,METERS,0.0572,2007-06-13,2017-10-15,POINT (-100.321798 44.413473),GHCND-US1SDHG0001__PIERRE_20.9_NNW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"PIERRE 1.6 WSW, SD US",44.360722,-100.349139,435.9,METERS,0.1665,2007-06-06,2010-03-10,POINT (-100.349139 44.360722),GHCND-US1SDHG0002__PIERRE_1.6_WSW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"PIERRE 1.3 S, SD US",44.354596,-100.323687,436.5,METERS,0.5646,1998-06-17,2024-12-12,POINT (-100.323687 44.354596),GHCND-US1SDHG0010__PIERRE_1.3_S_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"PIERRE 8.3 NNW, SD US",44.48098,-100.39638,538.0,METERS,0.0555,2009-09-22,2024-11-09,POINT (-100.39638 44.48098),GHCND-US1SDHG0011__PIERRE_8.3_NNW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"PIERRE 2.5 NNE, SD US",44.4080529,-100.3064183,527.6,METERS,0.7634,2009-09-01,2024-11-10,POINT (-100.3064183 44.4080529),GHCND-US1SDHG0012__PIERRE_2.5_NNE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"PIERRE 0.7 WSW, SD US",44.36991,-100.33567,480.1,METERS,0.3236,2010-06-01,2024-12-12,POINT (-100.33567 44.36991),GHCND-US1SDHG0014__PIERRE_0.7_WSW_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"PIERRE 1.0 E, SD US",44.36862,-100.32932,487.7,METERS,0.0316,2011-06-16,2022-06-14,POINT (-100.32932 44.36862),GHCND-US1SDHG0015__PIERRE_1.0_E_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"PIERRE 10.8 NW, SD US",44.48816667,-100.4716667,545.9,METERS,0.0794,2011-07-09,2016-10-04,POINT (-100.4716667 44.48816667),GHCND-US1SDHG0016__PIERRE_10.8_NW_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"HARROLD 0.1 SE, SD US",44.521677,-99.7366728,548.9,METERS,0.8025,2012-04-13,2012-12-06,POINT (-99.7366728 44.521677),GHCND-US1SDHG0017__HARROLD_0.1_SE_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"PIERRE 0.5 SSE, SD US",44.3659284710884,-100.320438221097,477.3,METERS,0.0883,2013-04-06,2016-10-29,POINT (-100.320438221097 44.3659284710884),GHCND-US1SDHG0019__PIERRE_0.5_SSE_SD_US.nc,0,0,0,1,1,1,1,0,0,0
"PIERRE 16.5 ESE, SD US",44.2936737835407,-100.007203817368,458.1,METERS,0.2211,2015-06-11,2024-12-12,POINT (-100.007203817368 44.2936737835407),GHCND-US1SDHG0026__PIERRE_16.5_ESE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"PIERRE 6.9 N, SD US",44.470316,-100.34948,531.6,METERS,0.1291,2018-06-30,2024-09-15,POINT (-100.34948 44.470316),GHCND-US1SDHG0029__PIERRE_6.9_N_SD_US.nc,0,0,0,1,0,0,0,0,0,0
"PIERRE 6.6 NNW, SD US",44.464082,-100.359495,519.4,METERS,0.1238,2018-09-25,2024-11-09,POINT (-100.359495 44.464082),GHCND-US1SDHG0030__PIERRE_6.6_NNW_SD_US.nc,0,0,0,1,0,1,0,0,0,0
"PIERRE 11.3 NE, SD US",44.49441,-100.16899,555.7,METERS,0.9333,2022-04-01,2024-12-12,POINT (-100.16899 44.49441),GHCND-US1SDHG0033__PIERRE_11.3_NE_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"MIDLAND 16.8 NNW, SD US",44.272904,-101.342738,701.0,METERS,0.0805,2007-06-02,2024-12-06,POINT (-101.342738 44.272904),GHCND-US1SDHK0004__MIDLAND_16.8_NNW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"PHILIP 20.7 NW, SD US",44.283731,-101.908824,772.1,METERS,0.7296,2007-06-01,2024-11-10,POINT (-101.908824 44.283731),GHCND-US1SDHK0005__PHILIP_20.7_NW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"MILESVILLE 6.1 NW, SD US",44.523629,-101.597906,680.0,METERS,0.8425,2007-06-05,2011-02-03,POINT (-101.597906 44.523629),GHCND-US1SDHK0006__MILESVILLE_6.1_NW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"MIDLAND 1.6 ENE, SD US",44.0779,-101.1231,577.9,METERS,0.7239,2007-06-01,2013-10-29,POINT (-101.1231 44.0779),GHCND-US1SDHK0008__MIDLAND_1.6_ENE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"PHILIP 13.2 N, SD US",44.2311,-101.6665,754.1,METERS,0.9915,2007-06-13,2007-10-07,POINT (-101.6665 44.2311),GHCND-US1SDHK0015__PHILIP_13.2_N_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"PHILIP 2.8 SE, SD US",44.010617,-101.625841,731.5,METERS,0.0673,2007-06-17,2024-11-12,POINT (-101.625841 44.010617),GHCND-US1SDHK0016__PHILIP_2.8_SE_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"PHILIP 0.4 ENE, SD US",44.043615,-101.657252,679.1,METERS,0.9723,2007-06-18,2012-12-27,POINT (-101.657252 44.043615),GHCND-US1SDHK0017__PHILIP_0.4_ENE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"PHILIP 18.0 N, SD US",44.29901,-101.61401,762.3,METERS,0.2212,2008-05-27,2024-11-20,POINT (-101.61401 44.29901),GHCND-US1SDHK0019__PHILIP_18.0_N_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"MIDLAND 39.1 NNW, SD US",44.6229725,-101.33047583,649.2,METERS,0.5969,2020-05-04,2024-12-12,POINT (-101.33047583 44.6229725),GHCND-US1SDHK0022__MIDLAND_39.1_NNW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"MIDLAND 1.9 E, SD US",44.070348,-101.115471,588.9,METERS,0.8886,2013-11-05,2024-11-09,POINT (-101.115471 44.070348),GHCND-US1SDHK0023__MIDLAND_1.9_E_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"MILESVILLE 10.6 WNW, SD US",44.487934,-101.890812,699.5,METERS,0.9368,2022-04-21,2022-10-11,POINT (-101.890812 44.487934),GHCND-US1SDHK0024__MILESVILLE_10.6_WNW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"PHILIP 12.4 WNW, SD US",44.080583,-101.90738,782.4,METERS,0.1467,2020-04-13,2024-11-14,POINT (-101.90738 44.080583),GHCND-US1SDHK0026__PHILIP_12.4_WNW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"HAYTI 0.1 WNW, SD US",44.657048,-97.206584,514.2,METERS,0.3771,2007-06-06,2024-11-19,POINT (-97.206584 44.657048),GHCND-US1SDHM0001__HAYTI_0.1_WNW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"HAYTI 4.8 WNW, SD US",44.695193,-97.285475,524.6,METERS,0.2006,2007-06-13,2009-04-30,POINT (-97.285475 44.695193),GHCND-US1SDHM0003__HAYTI_4.8_WNW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"LAKE NORDEN 3.3 WNW, SD US",44.596808,-97.269748,518.2,METERS,0.157,2007-06-14,2009-06-27,POINT (-97.269748 44.596808),GHCND-US1SDHM0006__LAKE_NORDEN_3.3_WNW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"LAKE NORDEN 4.3 ENE, SD US",44.5943,-97.1241,509.0,METERS,0.1884,2007-06-24,2024-11-19,POINT (-97.1241 44.5943),GHCND-US1SDHM0008__LAKE_NORDEN_4.3_ENE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"CASTLEWOOD 1.3 SW, SD US",44.709496,-97.047091,519.1,METERS,0.077,2010-04-01,2017-04-29,POINT (-97.047091 44.709496),GHCND-US1SDHM0009__CASTLEWOOD_1.3_SW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"EMERY 0.1 ENE, SD US",43.6033,-97.61758333,422.8,METERS,0.3856,2011-08-20,2013-12-27,POINT (-97.61758333 43.6033),GHCND-US1SDHN0006__EMERY_0.1_ENE_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"FULTON 7.3 NNW, SD US",43.818873,-97.898563,398.7,METERS,0.9759,2012-06-01,2014-01-01,POINT (-97.898563 43.818873),GHCND-US1SDHN0007__FULTON_7.3_NNW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"ALEXANDRIA 6.4 N, SD US",43.7459479272366,-97.7889318019152,411.8,METERS,0.4585,2012-04-13,2024-11-13,POINT (-97.7889318019152 43.7459479272366),GHCND-US1SDHN0008__ALEXANDRIA_6.4_N_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"ALEXANDRIA 0.4 WNW, SD US",43.65596467,-97.78750933,413.0,METERS,0.9935,2020-04-24,2021-12-26,POINT (-97.78750933 43.65596467),GHCND-US1SDHN0017__ALEXANDRIA_0.4_WNW_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"BUFFALO 19.4 SW, SD US",45.4115,-103.855833,1060.1,METERS,0.3614,2007-06-01,2012-10-24,POINT (-103.855833 45.4115),GHCND-US1SDHR0003__BUFFALO_19.4_SW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"CAMP CROOK 13.7 S, SD US",45.351667,-103.953667,1018.9,METERS,0.9501,2007-06-01,2010-01-16,POINT (-103.953667 45.351667),GHCND-US1SDHR0004__CAMP_CROOK_13.7_S_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"CAMP CROOK 16.7 NNE, SD US",45.785708,-103.903949,932.4,METERS,0.7778,2007-06-02,2008-09-02,POINT (-103.903949 45.785708),GHCND-US1SDHR0005__CAMP_CROOK_16.7_NNE_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"BUFFALO 9.8 WSW, SD US",45.511459,-103.7158,922.3,METERS,0.9372,2007-06-01,2008-08-03,POINT (-103.7158 45.511459),GHCND-US1SDHR0007__BUFFALO_9.8_WSW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"BUFFALO 0.4 WSW, SD US",45.582978,-103.549953,874.2,METERS,0.808,2007-06-01,2009-10-01,POINT (-103.549953 45.582978),GHCND-US1SDHR0009__BUFFALO_0.4_WSW_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"BUFFALO 24.4 NNE, SD US",45.884833,-103.274167,914.1,METERS,0.4602,2007-06-01,2008-10-14,POINT (-103.274167 45.884833),GHCND-US1SDHR0011__BUFFALO_24.4_NNE_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"BUFFALO 19.2 N, SD US",45.864167,-103.522333,944.9,METERS,0.4432,2007-05-31,2009-08-08,POINT (-103.522333 45.864167),GHCND-US1SDHR0012__BUFFALO_19.2_N_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"BUFFALO 0.9 WSW, SD US",45.581142,-103.560003,871.1,METERS,0.5623,2007-09-01,2008-09-11,POINT (-103.560003 45.581142),GHCND-US1SDHR0014__BUFFALO_0.9_WSW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"CAMP CROOK 0.2 N, SD US",45.552422,-103.9752,951.9,METERS,0.3412,2008-11-26,2014-06-27,POINT (-103.9752 45.552422),GHCND-US1SDHR0017__CAMP_CROOK_0.2_N_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"BUFFALO 14.5 NW, SD US",45.704031,-103.790212,953.4,METERS,0.2615,2021-07-03,2024-07-15,POINT (-103.790212 45.704031),GHCND-US1SDHR0020__BUFFALO_14.5_NW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"BUFFALO 14.5 WNW, SD US",45.6839,-103.8083,963.8,METERS,0.156,2021-06-29,2023-06-29,POINT (-103.8083 45.6839),GHCND-US1SDHR0021__BUFFALO_14.5_WNW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"LUDLOW 8.8 NW, SD US",45.938099,-103.4857487,908.6,METERS,0.2783,2020-05-18,2024-12-09,POINT (-103.4857487 45.938099),GHCND-US1SDHR0025__LUDLOW_8.8_NW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"PARKSTON 6.6 S, SD US",43.297634,-97.987592,445.0,METERS,0.1494,2008-02-25,2024-09-17,POINT (-97.987592 43.297634),GHCND-US1SDHT0002__PARKSTON_6.6_S_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"PARKSTON 0.1 NW, SD US",43.39472,-97.986981,426.4,METERS,0.9827,2011-08-22,2024-12-11,POINT (-97.986981 43.39472),GHCND-US1SDHT0007__PARKSTON_0.1_NW_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"DELMONT 4.2 ESE, SD US",43.2398553192616,-98.084409981966,486.2,METERS,0.4501,2012-04-19,2019-11-05,POINT (-98.084409981966 43.2398553192616),GHCND-US1SDHT0008__DELMONT_4.2_ESE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"EMERY 10.8 S, SD US",43.44903,-97.65538,403.6,METERS,0.9869,2017-06-05,2024-12-12,POINT (-97.65538 43.44903),GHCND-US1SDHT0016__EMERY_10.8_S_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"HIGHMORE 12.4 N, SD US",44.698685,-99.413871,506.9,METERS,0.7719,2007-08-25,2022-06-25,POINT (-99.413871 44.698685),GHCND-US1SDHY0001__HIGHMORE_12.4_N_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"HIGHMORE 19.1 NNW, SD US",44.780033,-99.573808,558.1,METERS,0.6828,2007-08-04,2024-11-26,POINT (-99.573808 44.780033),GHCND-US1SDHY0002__HIGHMORE_19.1_NNW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"HARROLD 3.8 ESE, SD US",44.5122,-99.6634,538.9,METERS,0.9804,2012-05-12,2024-12-10,POINT (-99.6634 44.5122),GHCND-US1SDHY0003__HARROLD_3.8_ESE_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"HIGHMORE 2.5 NW, SD US",44.54744316,-99.47423303,559.9,METERS,0.2112,2009-06-01,2015-08-26,POINT (-99.47423303 44.54744316),GHCND-US1SDHY0005__HIGHMORE_2.5_NW_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"HIGHMORE 21.3 N, SD US",44.827797,-99.478558,548.6,METERS,0.7829,2012-01-22,2024-11-17,POINT (-99.478558 44.827797),GHCND-US1SDHY0006__HIGHMORE_21.3_N_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"HOLABIRD 8.5 N, SD US",44.6494,-99.6047,535.8,METERS,0.4983,2002-07-01,2024-12-09,POINT (-99.6047 44.6494),GHCND-US1SDHY0008__HOLABIRD_8.5_N_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"HOLABIRD 12.2 N, SD US",44.7014144808054,-99.6346040815115,545.9,METERS,0.2975,2013-01-29,2022-06-25,POINT (-99.6346040815115 44.7014144808054),GHCND-US1SDHY0009__HOLABIRD_12.2_N_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"HIGHMORE 17.0 N, SD US",44.765746,-99.472431,548.3,METERS,0.4621,2014-04-23,2024-11-09,POINT (-99.472431 44.765746),GHCND-US1SDHY0010__HIGHMORE_17.0_N_SD_US.nc,0,0,0,1,1,0,1,0,0,0
"KADOKA 2.8 WNW, SD US",43.8528,-101.5581,721.2,METERS,0.9864,2007-06-01,2024-12-12,POINT (-101.5581 43.8528),GHCND-US1SDJK0001__KADOKA_2.8_WNW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"KADOKA 15.0 SW, SD US",43.658454,-101.690834,733.0,METERS,0.3843,2007-06-18,2009-06-12,POINT (-101.690834 43.658454),GHCND-US1SDJK0002__KADOKA_15.0_SW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"KADOKA 6.0 NNW, SD US",43.9167,-101.5333,698.9,METERS,0.7475,2007-06-11,2010-09-10,POINT (-101.5333 43.9167),GHCND-US1SDJK0003__KADOKA_6.0_NNW_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"WANBLEE 3.5 WSW, SD US",43.5531457,-101.7257425,798.9,METERS,0.0982,2007-06-18,2024-11-09,POINT (-101.7257425 43.5531457),GHCND-US1SDJK0004__WANBLEE_3.5_WSW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"KADOKA 0.3 N, SD US",43.8367,-101.5078,746.2,METERS,0.9874,2007-06-17,2020-04-01,POINT (-101.5078 43.8367),GHCND-US1SDJK0006__KADOKA_0.3_N_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"WANBLEE 13.6 E, SD US",43.563168,-101.389396,783.9,METERS,0.6759,2007-06-28,2008-01-29,POINT (-101.389396 43.563168),GHCND-US1SDJK0007__WANBLEE_13.6_E_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"INTERIOR 8.5 SE, SD US",43.650747,-101.850308,719.6,METERS,0.3379,2007-08-23,2011-08-20,POINT (-101.850308 43.650747),GHCND-US1SDJK0008__INTERIOR_8.5_SE_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"BELVIDERE 2.0 E, SD US",43.8322,-101.231,710.8,METERS,0.8114,2007-08-25,2009-12-14,POINT (-101.231 43.8322),GHCND-US1SDJK0009__BELVIDERE_2.0_E_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"INTERIOR 15.9 SSE, SD US",43.5037,-101.90922,838.8,METERS,0.0926,2008-07-23,2011-07-07,POINT (-101.90922 43.5037),GHCND-US1SDJK0010__INTERIOR_15.9_SSE_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"INTERIOR 17.2 SSE, SD US",43.490917,-101.87475,846.1,METERS,0.8269,2022-04-24,2024-12-12,POINT (-101.87475 43.490917),GHCND-US1SDJK0012__INTERIOR_17.2_SSE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"WANBLEE 14.0 SW, SD US",43.41929,-101.84211,846.1,METERS,0.829,2022-04-24,2024-12-12,POINT (-101.84211 43.41929),GHCND-US1SDJK0013__WANBLEE_14.0_SW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"DRAPER 4.3 SSE, SD US",43.86564,-100.519454,637.0,METERS,0.7065,2007-08-17,2014-06-28,POINT (-100.519454 43.86564),GHCND-US1SDJN0001__DRAPER_4.3_SSE_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"OKATON 2.6 NW, SD US",43.906568,-100.935233,680.9,METERS,0.7906,2008-04-24,2024-12-10,POINT (-100.935233 43.906568),GHCND-US1SDJN0003__OKATON_2.6_NW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
